Rank,Occurrences,Lemma,ENGLISH
1974,99742,起点,starting point
1975,99708,史上,history
1976,99673,亭,Tei
1977,99668,芸能,Entertainment
1978,99576,球団,baseball team
1979,99535,ドラフト,draft
1980,99528,論文,paper
1981,99475,オンライン,online
1982,99457,猫,Cat
1983,99431,設け,provision
1984,99384,よし,Okay
1985,99313,決め,decision
1986,99272,最,most
1987,99247,工学,engineering
1988,99233,助,Help
1989,99121,拠点,Base
1990,99120,少し,a bit
1991,99087,伯,Haku
1992,98992,佐賀,Saga
1993,98973,康,Health
1994,98920,展示,exhibition
1995,98814,判定,judgement
1996,98564,分かり,I understand
1997,98504,鳥取,Tottori
1998,98486,コンビ,combination
1999,98468,のに,Even though
2000,98406,支店,branch
2001,98326,愛媛,Ehime
2002,98315,ホームページ,home page
2003,98283,来歴,
2004,98228,県道,
2005,98209,政党,
2006,98193,住民,
2007,98105,玉,
2008,98094,終わり,
2009,98076,々,
2010,98063,土地,
2011,97990,平和,
2012,97989,反応,
2013,97963,豊,
2014,97865,治,
2015,97795,くれ,
2016,97782,スタジアム,
2017,97637,地元,
2018,97573,ばかり,
2019,97569,佐々木,
2020,97527,エネルギー,
2021,97502,整理,
2022,97495,主催,
2023,97478,本文,
2024,97379,日曜,
2025,97361,創設,
2026,97329,東宝,
2027,97305,氏名,
2028,97182,ロゴ,
2029,97139,ヶ月,
2030,97116,直後,
2031,97038,國,
2032,97029,費,
2033,97015,広域,
2034,96984,出力,
2035,96797,輪,
2036,96719,要約,
2037,96638,コロナ,
2038,96628,会員,
2039,96603,否定,
2040,96582,超える,
2041,96573,切れ,
2042,96565,衛星,
2043,96527,球,
2044,96328,広く,
2045,96270,憲法,
2046,96267,自衛隊,
2047,96146,保険,
2048,96135,冬,
2049,96086,やすい,
2050,96072,話題,
2051,96047,入学,
2052,95995,強く,
2053,95909,ブルー,
2054,95892,蔵,
2055,95877,比較,
2056,95852,人名,
2057,95802,比,
2058,95801,知識,
2059,95764,香川,
2060,95680,明確,
2061,95665,ポーランド,
2062,95564,建物,
2063,95459,自転車,
2064,95390,いわ,
2065,95292,合計,
2066,95251,松,
2067,95196,残っ,
2068,95180,視聴,
2069,95130,男女,
2070,95103,購入,
2071,95097,潜水,
2072,95070,今日,
2073,95032,政,
2074,94915,銃,
2075,94818,内部,
2076,94799,生涯,
2077,94791,思想,
2078,94731,取引,
2079,94715,体育,
2080,94584,河川,
2081,94376,民主,
2082,94346,夏季,
2083,94208,弘,
2084,94135,群馬,
2085,94022,イン,
2086,94020,チェック,
2087,93958,わかり,
2088,93822,機器,
2089,93802,資本,
2090,93727,高知,
2091,93717,廃,
2092,93675,北部,
2093,93616,前身,
2094,93582,対話,
2095,93503,数学,
2096,93452,あの,
2097,93428,新型,
2098,93395,オーストリア,
2099,93365,山梨,
2100,93361,立場,
2101,93298,緑,
2102,93202,全米,
2103,93144,最近,
2104,93101,指示,
2105,93084,敗退,
2106,93071,最優秀,
2107,93030,一番,
2108,93025,大和,
2109,93015,妹,
2110,92979,国土,
2111,92952,審査,
2112,92899,野,
2113,92886,忠,
2114,92873,レーベル,
2115,92817,町立,
2116,92775,ライト,
2117,92647,カバー,
2118,92584,郷,
2119,92521,記憶,
2120,92521,江,
2121,92417,暦,
2122,92386,維持,
2123,92325,派遣,
2124,92290,除く,
2125,92288,建,
2126,92110,会館,
2127,92109,番地,
2128,92096,協議,
2129,92071,幕府,
2130,92019,仲間,
2131,92018,著書,
2132,92009,クラシック,
2133,91906,姉妹,
2134,91884,相,
2135,91875,希望,
2136,91866,自治,
2137,91820,分け,
2138,91786,選ば,
2139,91764,観,
2140,91734,要素,
2141,91707,徳川,
2142,91704,箇所,
2143,91651,申し上げ,
2144,91647,家庭,
2145,91548,とおり,
2146,91397,戦艦,
2147,91336,同盟,
2148,91278,秘密,
2149,91273,呼ぶ,
2150,91222,シーン,
2151,91088,行き,
2152,91065,守備,
2153,91036,没年,
2154,90994,出来る,
2155,90869,月刊,
2156,90839,収入,
2157,90723,附属,
2158,90608,最新,
2159,90596,オブ,
2160,90532,滋賀,
2161,90447,吉,
2162,90437,全員,
2163,90338,伝統,
2164,90292,現役,
2165,90290,すぎ,
2166,90218,西日本,
2167,90184,うえ,
2168,90145,規格,
2169,90134,司,
2170,89960,綱,
2171,89871,戦車,
2172,89838,広,
2173,89832,トーク,
2174,89776,テニス,
2175,89753,中山,
2176,89747,遺跡,
2177,89728,跡,
2178,89681,体制,
2179,89672,食,
2180,89649,失敗,
2181,89644,健康,
2182,89557,キー,
2183,89458,けど,
2184,89371,教え,
2185,89369,務める,
2186,89342,被,
2187,89321,トラック,
2188,89316,証明,
2189,89159,アニメーション,
2190,89095,獣,
2191,89078,英国,
2192,89031,けん,
2193,88910,共演,
2194,88834,長い,
2195,88825,見え,
2196,88666,カリフォルニア,
2197,88618,丁,
2198,88571,兵器,
2199,88564,そもそも,
2200,88556,観測,
2201,88447,騎士,
2202,88417,寺院,
2203,88370,プロレス,
2204,88288,語っ,
2205,88282,改革,
2206,88275,ジョージ,
2207,88245,広告,
2208,88235,増加,
2209,88173,師団,
2210,88170,酸,
2211,88153,役割,
2212,88130,是非,
2213,88097,プログラム,
2214,88032,分析,
2215,87974,雲,
2216,87878,イオン,
2217,87870,詩,
2218,87859,モード,
2219,87826,展,
2220,87805,ど,
2221,87739,将,
2222,87694,河,
2223,87642,雨,
2224,87639,階級,
2225,87623,前作,
2226,87523,参議院,
2227,87420,つい,
2228,87405,朝日,
2229,87403,修,
2230,87354,下位,
2231,87304,友,
2232,87232,行く,
2233,87163,代わり,
2234,87157,レッド,
2235,87134,公共,
2236,87117,満,
2237,87083,音声,
2238,87079,層,
2239,87015,ソウル,
2240,86996,実現,
2241,86898,監修,
2242,86897,炎,
2243,86887,福祉,
2244,86881,スウェーデン,
2245,86863,もっ,
2246,86859,医師,
2247,86858,３,
2248,86823,建造,
2249,86819,徳,
2250,86804,ボール,
2251,86721,コレクション,
2252,86652,離れ,
2253,86603,恵,
2254,86557,傾向,
2255,86521,裁判所,
2256,86437,参戦,
2257,86406,薬,
2258,86338,中学,
2259,86294,低,
2260,86222,剛,
2261,86211,ミサイル,
2262,86180,中華人民共和国,
2263,86131,席,
2264,86117,大陸,
2265,86045,宝,
2266,85970,定,
2267,85954,言い,
2268,85934,中日,
2269,85929,母親,
2270,85928,洋,
2271,85906,キング,
2272,85890,竣工,
2273,85871,０,
2274,85868,少ない,
2275,85861,国会,
2276,85856,定期,
2277,85841,巨大,
2278,85824,人生,
2279,85773,塔,
2280,85666,学院,
2281,85636,記者,
2282,85611,金沢,
2283,85419,ダンス,
2284,85309,ボクシング,
2285,85208,冒頭,
2286,85192,交換,
2287,85190,オープニング,
2288,85183,貴,
2289,85170,いき,
2290,85165,上げ,
2291,85164,定め,
2292,85153,カー,
2293,85050,富士,
2294,85047,危険,
2295,85029,特急,
2296,85016,紀,
2297,84958,鎌倉,
2298,84948,岡田,
2299,84889,訓練,
2300,84873,活用,
2301,84809,惑星,
2302,84800,栄,
2303,84794,冒険,
2304,84793,伯爵,
2305,84774,月曜,
2306,84733,伝え,
2307,84709,諸島,
2308,84679,つまり,
2309,84641,略歴,
2310,84623,軍人,
2311,84621,孫,
2312,84597,山崎,
2313,84573,いろいろ,
2314,84568,モンスター,
2315,84554,反,
2316,84496,芝,
2317,84471,治療,
2318,84428,カメラ,
2319,84417,謎,
2320,84413,経緯,
2321,84412,学術,
2322,84373,ゴールデン,
2323,84363,ガス,
2324,84361,旅行,
2325,84347,隻,
2326,84328,ドラゴン,
2327,84301,スコア,
2328,84299,公表,
2329,84289,保,
2330,84289,日刊,
2331,84252,要求,
2332,84240,貢献,
2333,84194,拒否,
2334,84176,羽,
2335,84017,裁判,
2336,83994,板,
2337,83968,域,
2338,83948,中島,
2339,83930,太田,
2340,83912,合戦,
2341,83894,福,
2342,83782,逮捕,
2343,83775,一時,
2344,83737,充実,
2345,83659,番目,
2346,83611,中野,
2347,83565,高く,
2348,83518,術,
2349,83453,地下,
2350,83406,携帯,
2351,83383,上映,
2352,83382,よろしけれ,
2353,83350,勝ち,
2354,83332,香,
2355,83286,つもり,
2356,83279,町村,
2357,83271,翌年,
2358,83179,西部,
2359,83175,核,
2360,83134,上位,
2361,83105,領域,
2362,83084,開通,
2363,83080,原則,
2364,83075,青年,
2365,83005,配給,
2366,82989,張,
2367,82975,変わり,
2368,82963,前田,
2369,82962,期待,
2370,82960,雄,
2371,82958,進,
2372,82922,トンネル,
2373,82789,あたり,
2374,82770,不要,
2375,82748,世代,
2376,82508,計算,
2377,82508,執行,
2378,82501,久,
2379,82477,プロダクション,
2380,82449,警告,
2381,82426,詳しい,
2382,82387,表明,
2383,82379,再開,
2384,82376,ウクライナ,
2385,82341,倍,
2386,82265,仏,
2387,82260,殺害,
2388,82229,特集,
2389,82193,意図,
2390,82176,様子,
2391,82101,食品,
2392,82086,津,
2393,81953,ボーカル,
2394,81904,空軍,
2395,81865,可,
2396,81845,まち,
2397,81816,酒,
2398,81746,後期,
2399,81697,年鑑,
2400,81640,画家,
2401,81598,披露,
2402,81590,グリーン,
2403,81544,教師,
2404,81524,各地,
2405,81485,橋本,
2406,81268,★,
2407,81259,基づい,
2408,81225,迎え,
2409,81209,標高,
2410,81152,原語,
2411,81121,四国,
2412,81073,ゴルフ,
2413,81064,街道,
2414,81056,弁護士,
2415,81046,続く,
2416,80983,集め,
2417,80934,評論,
2418,80891,変え,
2419,80878,医,
2420,80790,指名,
2421,80784,振興,
2422,80780,ミス,
2423,80776,続ける,
2424,80763,異議,
2425,80724,向上,
2426,80723,単,
2427,80665,漢,
2428,80606,昇格,
2429,80566,《,
2430,80478,長期,
2431,80382,意識,
2432,80322,将棋,
2433,80300,メキシコ,
2434,80217,大使,
2435,80091,ソ連,
2436,79987,券,
2437,79947,池,
2438,79893,怪獣,
2439,79893,編纂,
2440,79857,設備,
2441,79855,神話,
2442,79807,病,
2443,79801,魂,
2444,79775,博,
2445,79772,ミニ,
2446,79669,たび,
2447,79622,きっかけ,
2448,79530,庁,
2449,79523,確か,
2450,79509,短い,
2451,79396,昌,
2452,79366,一緒,
2453,79323,選抜,
2454,79287,中部,
2455,79204,天体,
2456,79122,バック,
2457,79117,ミュージシャン,
2458,79086,生命,
2459,79000,ナンバー,
2460,78981,重量,
2461,78960,サポート,
2462,78945,コピー,
2463,78906,プレイヤー,
2464,78868,彩,
2465,78789,描い,
2466,78776,同社,
2467,78775,マイル,
2468,78706,ほん,
2469,78690,呼称,
2470,78665,得票,
2471,78521,基づく,
2472,78489,過ぎ,
2473,78488,罪,
2474,78464,みんな,
2475,78439,》,
2476,78428,少なくとも,
2477,78421,自由民主党,
2478,78421,至る,
2479,78379,絶対,
2480,78309,使える,
2481,78171,差し戻し,
2482,78103,概念,
2483,78093,か月,
2484,78084,見せ,
2485,78072,メジャー,
2486,78067,使え,
2487,78014,進め,
2488,77989,不適切,
2489,77967,用いる,
2490,77960,選ぶ,
2491,77908,ビジネス,
2492,77880,緯,
2493,77879,不足,
2494,77830,司会,
2495,77761,練習,
2496,77761,録音,
2497,77732,姓,
2498,77688,読売新聞,
2499,77650,おかけ,
2500,77625,権利,
2501,77611,ゆき,
2502,77558,連隊,
2503,77501,沖,
2504,77494,違う,
2505,77445,対抗,
2506,77441,学習,
2507,77381,繰り返し,
2508,77375,正確,
2509,77348,読売,
2510,77338,コンサート,
2511,77263,臨時,
2512,77257,ソビエト,
2513,77256,プロデュース,
2514,77216,ソフトウェア,
2515,77189,うた,
2516,77133,％,
2517,77105,校舎,
2518,77073,通知,
2519,77070,フォード,
2520,76939,そこで,
2521,76926,こく,
2522,76874,俺,
2523,76858,産,
2524,76717,大量,
2525,76693,歩,
2526,76687,ジャンプ,
2527,76648,友人,
2528,76613,ネタ,
2529,76596,茂,
2530,76536,再生,
2531,76526,おお,
2532,76448,消滅,
2533,76434,延,
2534,76411,機体,
2535,76409,ユダヤ,
2536,76356,アイルランド,
2537,76285,智,
2538,76276,国勢調査,
2539,76236,心理,
2540,76217,書店,
2541,76158,命令,
2542,76146,青木,
2543,76102,こうした,
2544,76088,連,
2545,76048,太平洋,
2546,76022,在籍,
2547,76002,アクション,
2548,75914,台風,
2549,75868,株式,
2550,75827,日記,
2551,75814,首,
2552,75806,広報,
2553,75759,慶,
2554,75757,推薦,
2555,75669,ローカル,
2556,75652,王子,
2557,75592,岡崎,
2558,75535,人民,
2559,75502,一致,
2560,75460,敗れ,
2561,75454,専攻,
2562,75395,影,
2563,75394,芸人,
2564,75354,度目,
2565,75242,バトル,
2566,75229,有効,
2567,75192,村上,
2568,75175,海上,
2569,75146,見解,
2570,74863,軸,
2571,74861,仕組み,
2572,74859,晴,
2573,74849,困難,
2574,74844,回転,
2575,74792,伴う,
2576,74784,実績,
2577,74771,データベース,
2578,74759,視,
2579,74737,同時,
2580,74657,勢力,
2581,74598,ブラック,
2582,74541,天使,
2583,74529,上野,
2584,74508,事情,
2585,74497,趣味,
2586,74426,同日,
2587,74422,ショー,
2588,74420,スキー,
2589,74328,あい,
2590,74325,休止,
2591,74298,近鉄,
2592,74287,翔,
2593,74281,難しい,
2594,74236,タウン,
2595,74211,指す,
2596,74093,人事,
2597,74092,身体,
2598,74090,感謝,
2599,73937,民間,
2600,73932,現れ,
2601,73903,管轄,
2602,73894,上海,
2603,73851,簡単,
2604,73757,淳,
2605,73742,装,
2606,73720,価値,
2607,73604,小さな,
2608,73541,軽,
2609,73528,一定,
2610,73517,幸い,
2611,73497,区別,
2612,73485,信号,
2613,73474,パン,
2614,73462,注目,
2615,73396,レポート,
2616,73393,仮面ライダー,
2617,73378,準備,
2618,73377,劇団,
2619,73287,興行,
2620,73246,差分,
2621,73245,出る,
2622,73233,停車場,
2623,73190,皆さん,
2624,73186,宏,
2625,73177,さくら,
2626,73165,マガジン,
2627,73162,置か,
2628,73121,消費,
2629,73108,職員,
2630,73107,退任,
2631,73041,床,
2632,73006,起こし,
2633,72998,原題,
2634,72982,列,
2635,72941,キャラ,
2636,72938,重複,
2637,72870,私立,
2638,72845,判決,
2639,72828,周囲,
2640,72798,仏教,
2641,72782,発射,
2642,72776,スイス,
2643,72762,年版,
2644,72727,勲章,
2645,72697,合,
2646,72691,講師,
2647,72673,桂,
2648,72640,呉,
2649,72523,消防,
2650,72517,徒歩,
2651,72505,急行,
2652,72503,管,
2653,72465,持ち主,
2654,72393,市川,
2655,72368,山下,
2656,72351,ポルトガル,
2657,72315,血,
2658,72297,男爵,
2659,72255,松山,
2660,72238,協定,
2661,72224,送信,
2662,72202,リング,
2663,72165,東部,
2664,72160,青春,
2665,72136,武田,
2666,72112,新幹線,
2667,72047,ルート,
2668,72013,りつ,
2669,71983,観客,
2670,71864,和田,
2671,71832,応じ,
2672,71832,くらい,
2673,71817,幼稚園,
2674,71769,第三者,
2675,71755,近藤,
2676,71739,災害,
2677,71716,済み,
2678,71696,示さ,
2679,71664,だい,
2680,71659,募集,
2681,71641,異なり,
2682,71605,同一,
2683,71591,終点,
2684,71566,ハンガリー,
2685,71562,免許,
2686,71499,常に,
2687,71498,浩,
2688,71497,解放,
2689,71376,戦略,
2690,71327,郊外,
2691,71283,矢,
2692,71257,網,
2693,71217,推定,
2694,71191,経過,
2695,71184,木曜,
2696,71173,ロサンゼルス,
2697,71167,陣,
2698,71122,済,
2699,71078,どうぞ,
2700,71064,一郎,
2701,71046,対立,
2702,70982,調べ,
2703,70939,ランド,
2704,70911,中川,
2705,70909,尚,
2706,70870,車体,
2707,70862,ウィリアム,
2708,70846,岩,
2709,70837,巡洋艦,
2710,70825,艇,
2711,70789,ディレクター,
2712,70773,テキスト,
2713,70759,裕,
2714,70745,調整,
2715,70702,小川,
2716,70677,ド,
2717,70661,未満,
2718,70658,走,
2719,70648,開幕,
2720,70645,仮面,
2721,70585,姉,
2722,70552,命名,
2723,70541,←,
2724,70538,石井,
2725,70536,各種,
2726,70505,毎年,
2727,70472,付属,
2728,70470,本線,
2729,70437,動き,
2730,70388,メール,
2731,70376,称号,
2732,70368,程,
2733,70303,興,
2734,70280,早稲田大学,
2735,70274,戸,
2736,70269,検査,
2737,70262,外交,
2738,70246,ソロ,
2739,70239,売上,
2740,70215,ミュージカル,
2741,70185,小学館,
2742,70177,丘,
2743,70175,あき,
2744,70168,泰,
2745,70120,虎,
2746,70103,更に,
2747,69974,知事,
2748,69951,立ち,
2749,69942,恋愛,
2750,69930,〕,
2751,69928,無料,
2752,69925,忘れ,
2753,69916,現実,
2754,69899,上田,
2755,69869,羅,
2756,69861,ふりがな,
2757,69861,〔,
2758,69818,分布,
2759,69750,日間,
2760,69750,寿,
2761,69740,高松,
2762,69649,さえ,
2763,69637,ゼロ,
2764,69631,王者,
2765,69623,加盟,
2766,69545,近年,
2767,69512,創業,
2768,69491,べ,
2769,69489,田村,
2770,69464,＜,
2771,69454,巨人,
2772,69423,直前,
2773,69390,楽,
2774,69390,阿部,
2775,69378,クイズ,
2776,69348,晋,
2777,69329,孝,
2778,69328,パーク,
2779,69226,加,
2780,69168,銀河,
2781,69159,旨,
2782,69145,嘉,
2783,69130,目標,
2784,68972,黄,
2785,68962,斗,
2786,68927,のり,
2787,68905,佐,
2788,68874,物質,
2789,68793,固定,
2790,68792,応援,
2791,68708,勤務,
2792,68694,壁,
2793,68686,いただく,
2794,68643,挿入,
2795,68577,載せ,
2796,68567,あん,
2797,68512,いわゆる,
2798,68468,国旗,
2799,68464,改良,
2800,68452,体育館,
2801,68404,毎日新聞,
2802,68374,単に,
2803,68373,低い,
2804,68368,後継,
2805,68330,集英社,
2806,68267,楽器,
2807,68245,プレー,
2808,68218,藤,
2809,68217,ナショナル,
2810,68198,歌詞,
2811,68132,作画,
2812,68109,強制,
2813,68098,マッチ,
2814,68077,作り,
2815,67972,さいたま,
2816,67934,．,
2817,67919,留意,
2818,67911,選考,
2819,67861,見える,
2820,67842,ゴール,
2821,67771,出さ,
2822,67770,従業,
2823,67769,松平,
2824,67765,亮,
2825,67741,立候補,
2826,67724,祐,
2827,67691,霊,
2828,67680,思え,
2829,67632,集合,
2830,67619,ロ,
2831,67574,一切,
2832,67536,毎週,
2833,67527,作者,
2834,67524,資産,
2835,67519,英文,
2836,67498,キロ,
2837,67387,出来事,
2838,67370,カトリック,
2839,67359,電力,
2840,67350,現象,
2841,67337,けい,
2842,67323,イラスト,
2843,67311,処分,
2844,67235,終わっ,
2845,67231,求める,
2846,67225,ニュー,
2847,67225,女王,
2848,67209,好,
2849,67193,自,
2850,67189,広場,
2851,67172,全長,
2852,67167,中世,
2853,67101,同名,
2854,67091,劉,
2855,67068,正しい,
2856,67064,景,
2857,67039,共著,
2858,67008,考慮,
2859,66915,異,
2860,66912,ベトナム,
2861,66863,悪魔,
2862,66861,ギリシャ,
2863,66823,ドライバー,
2864,66690,減少,
2865,66688,らしい,
2866,66675,伊,
2867,66666,追記,
2868,66662,寛,
2869,66643,剤,
2870,66612,おく,
2871,66558,進学,
2872,66500,せよ,
2873,66472,完了,
2874,66442,とり,
2875,66436,演劇,
2876,66368,与える,
2877,66326,申し立て,
2878,66318,秀,
2879,66291,帰れ,
2880,66224,リー,
2881,66217,熱,
2882,66217,数字,
2883,66174,荘,
2884,66165,大橋,
2885,66111,小型,
2886,66103,英雄,
2887,66060,甲,
2888,66041,伊勢,
2889,66027,大幅,
2890,65995,斎藤,
2891,65972,教室,
2892,65969,変遷,
2893,65936,前述,
2894,65919,平日,
2895,65859,看護,
2896,65849,機会,
2897,65847,ちゃ,
2898,65836,強,
2899,65773,いただい,
2900,65768,ロードレース,
2901,65763,始める,
2902,65756,性能,
2903,65748,拡張,
2904,65745,大野,
2905,65724,鏡,
2906,65695,もん,
2907,65689,多重,
2908,65626,そんな,
2909,65613,アート,
2910,65601,境界,
2911,65532,唐,
2912,65517,叢書,
2913,65486,島根,
2914,65461,町名,
2915,65459,堺,
2916,65449,パーソナリティ,
2917,65433,弁,
2918,65433,燃料,
2919,65399,ざる,
2920,65368,聞い,
2921,65366,アン,
2922,65309,規制,
2923,65307,統治,
2924,65294,危機,
2925,65290,建て,
2926,65265,ソース,
2927,65261,つく,
2928,65195,朝刊,
2929,65161,幸,
2930,65148,比べ,
2931,65093,確保,
2932,65087,たん,
2933,65086,入団,
2934,65061,プレス,
2935,65028,結局,
2936,65000,架空,
2937,64901,停車,
2938,64884,質,
2939,64760,得意,
2940,64742,安定,
2941,64738,置く,
2942,64728,批評,
2943,64724,本塁打,
2944,64711,ダイヤ,
2945,64696,すら,
2946,64668,共産党,
2947,64610,快速,
2948,64608,藤田,
2949,64592,水曜,
2950,64589,記号,
2951,64587,起き,
2952,64554,扱う,
2953,64518,議長,
2954,64504,価格,
2955,64402,ずつ,
2956,64387,出現,
2957,64325,チャンピオン,
2958,64319,そういう,
2959,64298,護衛,
2960,64277,ジャ,
2961,64220,毎日,
2962,64152,最多,
2963,64147,悪い,
2964,64127,後述,
2965,64125,長男,
2966,64099,育成,
2967,64063,尾,
2968,64037,商,
2969,63987,収容,
2970,63975,漢字,
2971,63973,証券,
2972,63912,マスター,
2973,63908,お世話,
2974,63906,いただける,
2975,63902,舞,
2976,63826,運輸,
2977,63819,手段,
2978,63763,交響,
2979,63748,戻っ,
2980,63743,立て,
2981,63730,共に,
2982,63730,知る,
2983,63702,規則,
2984,63686,防御,
2985,63680,相談,
2986,63676,芸名,
2987,63651,かかわら,
2988,63611,商店,
2989,63575,歩兵,
2990,63438,事例,
2991,63386,ベルリン,
2992,63318,環,
2993,63304,リン,
2994,63279,回復,
2995,63278,男優,
2996,63272,草,
2997,63249,国有,
2998,63236,りん,
2999,63221,普及,
3000,63206,前半,
3001,63115,知,
3002,63101,ちょっと,
3003,63082,現地,
3004,63081,青山,
3005,63014,体験,
3006,63001,人形,
3007,62980,ハイ,
3008,62980,初め,
3009,62956,訪れ,
3010,62942,格,
3011,62879,一貫,
3012,62840,合成,
3013,62821,受け付け,
3014,62782,相互,
3015,62780,ロケット,
3016,62776,いかが,
3017,62747,現場,
3018,62711,グランド,
3019,62710,始まっ,
3020,62630,残り,
3021,62627,バグ,
3022,62625,無線,
3023,62619,しばしば,
3024,62604,結ぶ,
3025,62569,連結,
3026,62555,武装,
3027,62541,三郎,
3028,62430,報,
3029,62414,原子力,
3030,62410,到着,
3031,62405,トーナメント,
3032,62405,向かっ,
3033,62390,ガ,
3034,62374,工,
3035,62355,積極,
3036,62333,あろ,
3037,62256,告知,
3038,62247,冠,
3039,62246,エジプト,
3040,62241,官報,
3041,62176,バイパス,
3042,62154,オール,
3043,62096,ワイド,
3044,62092,承認,
3045,62091,かおり,
3046,62064,供給,
3047,62013,帰属,
3048,62003,実は,
3049,61984,祭り,
3050,61978,刀,
3051,61870,ぼ,
3052,61845,ワシントン,
3053,61827,なん,
3054,61819,生まれる,
3055,61804,遅れ,
3056,61801,後藤,
3057,61795,しばらく,
3058,61764,わかる,
3059,61721,投資,
3060,61717,創,
3061,61698,大宮,
3062,61690,差別,
3063,61663,大きい,
3064,61663,柔軟,
3065,61647,始まる,
3066,61643,真実,
3067,61629,小野,
3068,61606,韓,
3069,61548,モンゴル,
3070,61539,願い,
3071,61514,東日本旅客鉄道,
3072,61511,ひろ,
3073,61496,模様,
3074,61493,ベルギー,
3075,61490,貞,
3076,61483,生じ,
3077,61469,全域,
3078,61448,乱,
3079,61435,仲,
3080,61425,措置,
3081,61422,事態,
3082,61398,元々,
3083,61377,貿易,
3084,61339,を通じて,
3085,61327,もっと,
3086,61317,演じ,
3087,61288,読者,
3088,61283,君主,
3089,61227,反映,
3090,61183,いただけ,
3091,61101,副作用,
3092,61098,朝日放送,
3093,61076,時刻,
3094,61067,フィールド,
3095,61061,優秀,
3096,61027,徹,
3097,60996,大島,
3098,60982,リーダー,
3099,60959,改訂,
3100,60924,閉鎖,
3101,60923,松竹,
3102,60882,密度,
3103,60879,長谷川,
3104,60822,交渉,
3105,60810,割,
3106,60792,駅前,
3107,60751,［,
3108,60724,将来,
3109,60711,有限,
3110,60709,帰国,
3111,60666,大変,
3112,60635,判明,
3113,60579,しま,
3114,60579,トルコ,
3115,60575,てん,
3116,60572,火曜,
3117,60540,起用,
3118,60502,崩壊,
3119,60502,とっ,
3120,60489,飛,
3121,60482,菜,
3122,60463,上場,
3123,60452,表す,
3124,60445,テレビジョン,
3125,60431,取っ,
3126,60425,装甲,
3127,60397,北九州,
3128,60389,県内,
3129,60364,縁,
3130,60340,優先,
3131,60319,保障,
3132,60298,高田,
3133,60270,海岸,
3134,60261,代理,
3135,60238,あわせ,
3136,60203,誤解,
3137,60176,資金,
3138,60155,浦,
3139,60153,知り,
3140,60137,利,
3141,60119,ファイナル,
3142,60084,あら,
3143,59943,失礼,
3144,59937,勝手,
3145,59899,ジャン,
3146,59867,沙,
3147,59854,有する,
3148,59852,持た,
3149,59791,準決勝,
3150,59778,藩主,
3151,59750,乗降,
3152,59746,帳,
3153,59707,便利,
3154,59679,パスワード,
3155,59632,年表,
3156,59606,語る,
3157,59564,輝,
3158,59456,倶楽部,
3159,59440,たま,
3160,59397,嵐,
3161,59395,球場,
3162,59357,ポール,
3163,59352,箱,
3164,59280,妥当,
3165,59270,悠,
3166,59202,南北,
3167,59201,用意,
3168,59194,毛,
3169,59192,ブック,
3170,59169,任務,
3171,59131,本当に,
3172,59130,大韓民国,
3173,59088,無く,
3174,59067,棟,
3175,59056,］,
3176,59050,姿勢,
3177,58983,限ら,
3178,58924,主題,
3179,58859,株,
3180,58856,オペラ,
3181,58813,始まり,
3182,58813,負け,
3183,58795,湾,
3184,58791,松田,
3185,58700,次元,
3186,58690,防止,
3187,58681,改めて,
3188,58650,生誕,
3189,58637,まつ,
3190,58627,希,
3191,58622,近,
3192,58617,個別,
3193,58575,若,
3194,58565,勇,
3195,58557,氷,
3196,58538,浜松,
3197,58517,吸収,
3198,58509,短期大学,
3199,58498,歓迎,
3200,58472,生き,
3201,58427,不詳,
3202,58406,関数,
3203,58406,運,
3204,58389,形状,
3205,58377,目指し,
3206,58373,チェコ,
3207,58363,特典,
3208,58279,アメリカン,
3209,58270,合格,
3210,58261,止め,
3211,58243,額,
3212,58237,藤井,
3213,58224,不便,
3214,58207,ちなみに,
3215,58174,呼ん,
3216,58153,子ども,
3217,58147,とる,
3218,58134,市営,
3219,58116,取材,
3220,58092,学区,
3221,58083,とら,
3222,58046,蒸気,
3223,58017,メダリスト,
3224,58017,市街地,
3225,57992,さまざま,
3226,57984,感情,
3227,57973,まる,
3228,57968,腕,
3229,57942,北朝鮮,
3230,57934,やや,
3231,57910,パワー,
3232,57870,類似,
3233,57860,夫人,
3234,57858,紅,
3235,57844,人類,
3236,57825,誘導,
3237,57818,備え,
3238,57818,料,
3239,57815,爆発,
3240,57798,放映,
3241,57793,東急,
3242,57784,ハウス,
3243,57740,赤い,
3244,57725,提携,
3245,57717,流行,
3246,57713,かく,
3247,57696,機種,
3248,57663,井,
3249,57611,モスクワ,
3250,57585,確定,
3251,57585,現存,
3252,57582,撤退,
3253,57554,造,
3254,57540,打,
3255,57466,筋,
3256,57448,方言,
3257,57423,任命,
3258,57400,混乱,
3259,57377,駐車,
3260,57341,鶴,
3261,57334,西村,
3262,57293,墓,
3263,57288,良く,
3264,57244,陳,
3265,57229,仕方,
3266,57222,増え,
3267,57204,大輔,
3268,57146,ニッポン,
3269,57137,涙,
3270,57116,属する,
3271,57114,シアター,
3272,57106,答え,
3273,57073,洞,
3274,57073,わずか,
3275,57059,食べ,
3276,57039,デ,
3277,57016,少なく,
3278,57011,坂本,
3279,56985,ホールディングス,
3280,56941,先代,
3281,56909,咲,
3282,56907,一意,
3283,56900,警備,
3284,56900,奥,
3285,56833,過程,
3286,56824,単純,
3287,56823,理,
